generation,name,pokemon_number,image_url,pokemon_url,type,description,source_url
1,Clefairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/35.gif,https://www.phygitals.com/pokemon/35,,,https://www.phygitals.com/pokemon/generation/1
1,Clefable,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/36.gif,https://www.phygitals.com/pokemon/36,,,https://www.phygitals.com/pokemon/generation/1
1,Vulpix,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/37.gif,https://www.phygitals.com/pokemon/37,,,https://www.phygitals.com/pokemon/generation/1
1,Ninetales,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/38.gif,https://www.phygitals.com/pokemon/38,,,https://www.phygitals.com/pokemon/generation/1
1,Jigglypuff,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/39.gif,https://www.phygitals.com/pokemon/39,,,https://www.phygitals.com/pokemon/generation/1
1,Wigglytuff,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/40.gif,https://www.phygitals.com/pokemon/40,,,https://www.phygitals.com/pokemon/generation/1
1,Zubat,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/41.gif,https://www.phygitals.com/pokemon/41,,,https://www.phygitals.com/pokemon/generation/1
1,Golbat,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/42.gif,https://www.phygitals.com/pokemon/42,,,https://www.phygitals.com/pokemon/generation/1
1,Oddish,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/43.gif,https://www.phygitals.com/pokemon/43,,,https://www.phygitals.com/pokemon/generation/1
1,Gloom,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/44.gif,https://www.phygitals.com/pokemon/44,,,https://www.phygitals.com/pokemon/generation/1
1,Vileplume,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/45.gif,https://www.phygitals.com/pokemon/45,,,https://www.phygitals.com/pokemon/generation/1
1,Paras,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/46.gif,https://www.phygitals.com/pokemon/46,,,https://www.phygitals.com/pokemon/generation/1
1,Parasect,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/47.gif,https://www.phygitals.com/pokemon/47,,,https://www.phygitals.com/pokemon/generation/1
1,Venonat,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/48.gif,https://www.phygitals.com/pokemon/48,,,https://www.phygitals.com/pokemon/generation/1
1,Venomoth,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/49.gif,https://www.phygitals.com/pokemon/49,,,https://www.phygitals.com/pokemon/generation/1
1,Diglett,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/50.gif,https://www.phygitals.com/pokemon/50,,,https://www.phygitals.com/pokemon/generation/1
1,Dugtrio,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/51.gif,https://www.phygitals.com/pokemon/51,,,https://www.phygitals.com/pokemon/generation/1
1,Meowth,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/52.gif,https://www.phygitals.com/pokemon/52,,,https://www.phygitals.com/pokemon/generation/1
1,Persian,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/53.gif,https://www.phygitals.com/pokemon/53,,,https://www.phygitals.com/pokemon/generation/1
1,Psyduck,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/54.gif,https://www.phygitals.com/pokemon/54,,,https://www.phygitals.com/pokemon/generation/1
1,Golduck,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/55.gif,https://www.phygitals.com/pokemon/55,,,https://www.phygitals.com/pokemon/generation/1
1,Mankey,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/56.gif,https://www.phygitals.com/pokemon/56,,,https://www.phygitals.com/pokemon/generation/1
1,Primeape,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/57.gif,https://www.phygitals.com/pokemon/57,,,https://www.phygitals.com/pokemon/generation/1
1,Growlithe,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/58.gif,https://www.phygitals.com/pokemon/58,,,https://www.phygitals.com/pokemon/generation/1
1,Arcanine,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/59.gif,https://www.phygitals.com/pokemon/59,,,https://www.phygitals.com/pokemon/generation/1
1,Poliwag,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/60.gif,https://www.phygitals.com/pokemon/60,,,https://www.phygitals.com/pokemon/generation/1
1,Poliwhirl,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/61.gif,https://www.phygitals.com/pokemon/61,,,https://www.phygitals.com/pokemon/generation/1
1,Poliwrath,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/62.gif,https://www.phygitals.com/pokemon/62,,,https://www.phygitals.com/pokemon/generation/1
1,Abra,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/63.gif,https://www.phygitals.com/pokemon/63,,,https://www.phygitals.com/pokemon/generation/1
1,Kadabra,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/64.gif,https://www.phygitals.com/pokemon/64,,,https://www.phygitals.com/pokemon/generation/1
1,Alakazam,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/65.gif,https://www.phygitals.com/pokemon/65,,,https://www.phygitals.com/pokemon/generation/1
1,Machop,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/66.gif,https://www.phygitals.com/pokemon/66,,,https://www.phygitals.com/pokemon/generation/1
1,Machoke,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/67.gif,https://www.phygitals.com/pokemon/67,,,https://www.phygitals.com/pokemon/generation/1
1,Machamp,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/68.gif,https://www.phygitals.com/pokemon/68,,,https://www.phygitals.com/pokemon/generation/1
1,Bellsprout,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/69.gif,https://www.phygitals.com/pokemon/69,,,https://www.phygitals.com/pokemon/generation/1
1,Weepinbell,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/70.gif,https://www.phygitals.com/pokemon/70,,,https://www.phygitals.com/pokemon/generation/1
1,Victreebel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/71.gif,https://www.phygitals.com/pokemon/71,,,https://www.phygitals.com/pokemon/generation/1
1,Tentacool,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/72.gif,https://www.phygitals.com/pokemon/72,,,https://www.phygitals.com/pokemon/generation/1
1,Tentacruel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/73.gif,https://www.phygitals.com/pokemon/73,,,https://www.phygitals.com/pokemon/generation/1
1,Geodude,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/74.gif,https://www.phygitals.com/pokemon/74,,,https://www.phygitals.com/pokemon/generation/1
1,Graveler,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/75.gif,https://www.phygitals.com/pokemon/75,,,https://www.phygitals.com/pokemon/generation/1
1,Golem,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/76.gif,https://www.phygitals.com/pokemon/76,,,https://www.phygitals.com/pokemon/generation/1
1,Ponyta,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/77.gif,https://www.phygitals.com/pokemon/77,,,https://www.phygitals.com/pokemon/generation/1
1,Rapidash,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/78.gif,https://www.phygitals.com/pokemon/78,,,https://www.phygitals.com/pokemon/generation/1
1,Slowpoke,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/79.gif,https://www.phygitals.com/pokemon/79,,,https://www.phygitals.com/pokemon/generation/1
1,Slowbro,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/80.gif,https://www.phygitals.com/pokemon/80,,,https://www.phygitals.com/pokemon/generation/1
1,Magnemite,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/81.gif,https://www.phygitals.com/pokemon/81,,,https://www.phygitals.com/pokemon/generation/1
1,Magneton,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/82.gif,https://www.phygitals.com/pokemon/82,,,https://www.phygitals.com/pokemon/generation/1
1,Farfetchd,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/83.gif,https://www.phygitals.com/pokemon/83,,,https://www.phygitals.com/pokemon/generation/1
1,Doduo,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/84.gif,https://www.phygitals.com/pokemon/84,,,https://www.phygitals.com/pokemon/generation/1
1,Dodrio,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/85.gif,https://www.phygitals.com/pokemon/85,,,https://www.phygitals.com/pokemon/generation/1
1,Seel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/86.gif,https://www.phygitals.com/pokemon/86,,,https://www.phygitals.com/pokemon/generation/1
1,Dewgong,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/87.gif,https://www.phygitals.com/pokemon/87,,,https://www.phygitals.com/pokemon/generation/1
1,Grimer,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/88.gif,https://www.phygitals.com/pokemon/88,,,https://www.phygitals.com/pokemon/generation/1
1,Muk,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/89.gif,https://www.phygitals.com/pokemon/89,,,https://www.phygitals.com/pokemon/generation/1
1,Shellder,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/90.gif,https://www.phygitals.com/pokemon/90,,,https://www.phygitals.com/pokemon/generation/1
1,Cloyster,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/91.gif,https://www.phygitals.com/pokemon/91,,,https://www.phygitals.com/pokemon/generation/1
1,Gastly,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/92.gif,https://www.phygitals.com/pokemon/92,,,https://www.phygitals.com/pokemon/generation/1
1,Haunter,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/93.gif,https://www.phygitals.com/pokemon/93,,,https://www.phygitals.com/pokemon/generation/1
1,Gengar,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/94.gif,https://www.phygitals.com/pokemon/94,,,https://www.phygitals.com/pokemon/generation/1
1,Onix,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/95.gif,https://www.phygitals.com/pokemon/95,,,https://www.phygitals.com/pokemon/generation/1
1,Drowzee,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/96.gif,https://www.phygitals.com/pokemon/96,,,https://www.phygitals.com/pokemon/generation/1
1,Hypno,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/97.gif,https://www.phygitals.com/pokemon/97,,,https://www.phygitals.com/pokemon/generation/1
1,Krabby,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/98.gif,https://www.phygitals.com/pokemon/98,,,https://www.phygitals.com/pokemon/generation/1
1,Kingler,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/99.gif,https://www.phygitals.com/pokemon/99,,,https://www.phygitals.com/pokemon/generation/1
1,Voltorb,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/100.gif,https://www.phygitals.com/pokemon/100,,,https://www.phygitals.com/pokemon/generation/1
1,Electrode,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/101.gif,https://www.phygitals.com/pokemon/101,,,https://www.phygitals.com/pokemon/generation/1
1,Exeggcute,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/102.gif,https://www.phygitals.com/pokemon/102,,,https://www.phygitals.com/pokemon/generation/1
1,Exeggutor,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/103.gif,https://www.phygitals.com/pokemon/103,,,https://www.phygitals.com/pokemon/generation/1
1,Cubone,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/104.gif,https://www.phygitals.com/pokemon/104,,,https://www.phygitals.com/pokemon/generation/1
1,Marowak,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/105.gif,https://www.phygitals.com/pokemon/105,,,https://www.phygitals.com/pokemon/generation/1
1,Hitmonlee,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/106.gif,https://www.phygitals.com/pokemon/106,,,https://www.phygitals.com/pokemon/generation/1
1,Hitmonchan,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/107.gif,https://www.phygitals.com/pokemon/107,,,https://www.phygitals.com/pokemon/generation/1
1,Lickitung,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/108.gif,https://www.phygitals.com/pokemon/108,,,https://www.phygitals.com/pokemon/generation/1
1,Koffing,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/109.gif,https://www.phygitals.com/pokemon/109,,,https://www.phygitals.com/pokemon/generation/1
1,Weezing,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/110.gif,https://www.phygitals.com/pokemon/110,,,https://www.phygitals.com/pokemon/generation/1
1,Rhyhorn,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/111.gif,https://www.phygitals.com/pokemon/111,,,https://www.phygitals.com/pokemon/generation/1
1,Rhydon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/112.gif,https://www.phygitals.com/pokemon/112,,,https://www.phygitals.com/pokemon/generation/1
1,Chansey,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/113.gif,https://www.phygitals.com/pokemon/113,,,https://www.phygitals.com/pokemon/generation/1
1,Tangela,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/114.gif,https://www.phygitals.com/pokemon/114,,,https://www.phygitals.com/pokemon/generation/1
1,Kangaskhan,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/115.gif,https://www.phygitals.com/pokemon/115,,,https://www.phygitals.com/pokemon/generation/1
1,Horsea,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/116.gif,https://www.phygitals.com/pokemon/116,,,https://www.phygitals.com/pokemon/generation/1
1,Seadra,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/117.gif,https://www.phygitals.com/pokemon/117,,,https://www.phygitals.com/pokemon/generation/1
1,Goldeen,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/118.gif,https://www.phygitals.com/pokemon/118,,,https://www.phygitals.com/pokemon/generation/1
1,Seaking,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/119.gif,https://www.phygitals.com/pokemon/119,,,https://www.phygitals.com/pokemon/generation/1
1,Staryu,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/120.gif,https://www.phygitals.com/pokemon/120,,,https://www.phygitals.com/pokemon/generation/1
1,Starmie,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/121.gif,https://www.phygitals.com/pokemon/121,,,https://www.phygitals.com/pokemon/generation/1
1,Mr-mime,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/122.gif,https://www.phygitals.com/pokemon/122,,,https://www.phygitals.com/pokemon/generation/1
1,Scyther,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/123.gif,https://www.phygitals.com/pokemon/123,,,https://www.phygitals.com/pokemon/generation/1
1,Jynx,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/124.gif,https://www.phygitals.com/pokemon/124,,,https://www.phygitals.com/pokemon/generation/1
1,Electabuzz,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/125.gif,https://www.phygitals.com/pokemon/125,,,https://www.phygitals.com/pokemon/generation/1
1,Magmar,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/126.gif,https://www.phygitals.com/pokemon/126,,,https://www.phygitals.com/pokemon/generation/1
1,Pinsir,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/127.gif,https://www.phygitals.com/pokemon/127,,,https://www.phygitals.com/pokemon/generation/1
1,Tauros,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/128.gif,https://www.phygitals.com/pokemon/128,,,https://www.phygitals.com/pokemon/generation/1
1,Magikarp,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/129.gif,https://www.phygitals.com/pokemon/129,,,https://www.phygitals.com/pokemon/generation/1
1,Gyarados,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/130.gif,https://www.phygitals.com/pokemon/130,,,https://www.phygitals.com/pokemon/generation/1
1,Lapras,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/131.gif,https://www.phygitals.com/pokemon/131,,,https://www.phygitals.com/pokemon/generation/1
1,Ditto,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/132.gif,https://www.phygitals.com/pokemon/132,,,https://www.phygitals.com/pokemon/generation/1
1,Eevee,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/133.gif,https://www.phygitals.com/pokemon/133,,,https://www.phygitals.com/pokemon/generation/1
1,Vaporeon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/134.gif,https://www.phygitals.com/pokemon/134,,,https://www.phygitals.com/pokemon/generation/1
1,Jolteon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/135.gif,https://www.phygitals.com/pokemon/135,,,https://www.phygitals.com/pokemon/generation/1
1,Flareon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/136.gif,https://www.phygitals.com/pokemon/136,,,https://www.phygitals.com/pokemon/generation/1
1,Porygon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/137.gif,https://www.phygitals.com/pokemon/137,,,https://www.phygitals.com/pokemon/generation/1
1,Omanyte,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/138.gif,https://www.phygitals.com/pokemon/138,,,https://www.phygitals.com/pokemon/generation/1
1,Omastar,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/139.gif,https://www.phygitals.com/pokemon/139,,,https://www.phygitals.com/pokemon/generation/1
1,Kabuto,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/140.gif,https://www.phygitals.com/pokemon/140,,,https://www.phygitals.com/pokemon/generation/1
1,Kabutops,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/141.gif,https://www.phygitals.com/pokemon/141,,,https://www.phygitals.com/pokemon/generation/1
1,Aerodactyl,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/142.gif,https://www.phygitals.com/pokemon/142,,,https://www.phygitals.com/pokemon/generation/1
1,Snorlax,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/143.gif,https://www.phygitals.com/pokemon/143,,,https://www.phygitals.com/pokemon/generation/1
1,Articuno,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/144.gif,https://www.phygitals.com/pokemon/144,,,https://www.phygitals.com/pokemon/generation/1
