pokemon_name,pokemon_url,generation,listing_name,listing_price,fmv,condition,seller,full_text
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$2.43,$2.43,,,,Market Price$2.43
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$2.43,$2.43,,,,$2.43
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$2.24,$2.24,,,,Market Price$2.24
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$2.24,$2.24,,,,$2.24
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$1.78,$1.78,,,,Market Price$1.78
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$1.78,$1.78,,,,$1.78
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$1.68,$1.68,,,,Market Price$1.68
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$1.68,$1.68,,,,$1.68
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$1.56,$1.56,,,,Market Price$1.56
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$1.56,$1.56,,,,$1.56
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$1.52,$1.52,,,,Market Price$1.52
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$1.52,$1.52,,,,$1.52
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$1.36,$1.36,,,,Market Price$1.36
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$1.36,$1.36,,,,$1.36
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$0.75,$0.75,,,,Market Price$0.75
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$0.75,$0.75,,,,$0.75
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$0.73,$0.73,,,,Market Price$0.73
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$0.73,$0.73,,,,$0.73
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$0.60,$0.60,,,,Market Price$0.60
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$0.60,$0.60,,,,$0.60
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$0.42,$0.42,,,,Market Price$0.42
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$0.42,$0.42,,,,$0.42
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$0.16,$0.16,,,,Market Price$0.16
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$0.16,$0.16,,,,$0.16
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$0.13,$0.13,,,,Market Price$0.13
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$0.13,$0.13,,,,$0.13
Bulbasaur,https://www.phygitals.com/pokemon/1,1,Market Price$0.11,$0.11,,,,Market Price$0.11
Bulbasaur,https://www.phygitals.com/pokemon/1,1,$0.11,$0.11,,,,$0.11
Ivysaur,https://www.phygitals.com/pokemon/2,1,Value,$177,,,,Value$177
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$30.88,$30.88,,,,Market Price$30.88
Ivysaur,https://www.phygitals.com/pokemon/2,1,$30.88,$30.88,,,,$30.88
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$30.09,$30.09,,,,Market Price$30.09
Ivysaur,https://www.phygitals.com/pokemon/2,1,$30.09,$30.09,,,,$30.09
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$26.62,$26.62,,,,Market Price$26.62
Ivysaur,https://www.phygitals.com/pokemon/2,1,$26.62,$26.62,,,,$26.62
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$24.02,$24.02,,,,Market Price$24.02
Ivysaur,https://www.phygitals.com/pokemon/2,1,$24.02,$24.02,,,,$24.02
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$14.85,$14.85,,,,Market Price$14.85
Ivysaur,https://www.phygitals.com/pokemon/2,1,$14.85,$14.85,,,,$14.85
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$11.83,$11.83,,,,Market Price$11.83
Ivysaur,https://www.phygitals.com/pokemon/2,1,$11.83,$11.83,,,,$11.83
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$9.28,$9.28,,,,Market Price$9.28
Ivysaur,https://www.phygitals.com/pokemon/2,1,$9.28,$9.28,,,,$9.28
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$6.07,$6.07,,,,Market Price$6.07
Ivysaur,https://www.phygitals.com/pokemon/2,1,$6.07,$6.07,,,,$6.07
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$4.87,$4.87,,,,Market Price$4.87
Ivysaur,https://www.phygitals.com/pokemon/2,1,$4.87,$4.87,,,,$4.87
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$4.49,$4.49,,,,Market Price$4.49
Ivysaur,https://www.phygitals.com/pokemon/2,1,$4.49,$4.49,,,,$4.49
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$3.60,$3.60,,,,Market Price$3.60
Ivysaur,https://www.phygitals.com/pokemon/2,1,$3.60,$3.60,,,,$3.60
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$2.60,$2.60,,,,Market Price$2.60
Ivysaur,https://www.phygitals.com/pokemon/2,1,$2.60,$2.60,,,,$2.60
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$2.33,$2.33,,,,Market Price$2.33
Ivysaur,https://www.phygitals.com/pokemon/2,1,$2.33,$2.33,,,,$2.33
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$2.19,$2.19,,,,Market Price$2.19
Ivysaur,https://www.phygitals.com/pokemon/2,1,$2.19,$2.19,,,,$2.19
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$1.67,$1.67,,,,Market Price$1.67
Ivysaur,https://www.phygitals.com/pokemon/2,1,$1.67,$1.67,,,,$1.67
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$1.15,$1.15,,,,Market Price$1.15
Ivysaur,https://www.phygitals.com/pokemon/2,1,$1.15,$1.15,,,,$1.15
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$0.29,$0.29,,,,Market Price$0.29
Ivysaur,https://www.phygitals.com/pokemon/2,1,$0.29,$0.29,,,,$0.29
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$0.24,$0.24,,,,Market Price$0.24
Ivysaur,https://www.phygitals.com/pokemon/2,1,$0.24,$0.24,,,,$0.24
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$0.21,$0.21,,,,Market Price$0.21
Ivysaur,https://www.phygitals.com/pokemon/2,1,$0.21,$0.21,,,,$0.21
Ivysaur,https://www.phygitals.com/pokemon/2,1,Market Price$0.15,$0.15,,,,Market Price$0.15
Ivysaur,https://www.phygitals.com/pokemon/2,1,$0.15,$0.15,,,,$0.15
Venusaur,https://www.phygitals.com/pokemon/3,1,Value,"$2,646",,,,"Value$2,646"
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$283.50,$283.50,,,,Market Price$283.50
Venusaur,https://www.phygitals.com/pokemon/3,1,$283.50,$283.50,,,,$283.50
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$250.00,$250.00,,,,Market Price$250.00
Venusaur,https://www.phygitals.com/pokemon/3,1,$250.00,$250.00,,,,$250.00
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$202.13,$202.13,,,,Market Price$202.13
Venusaur,https://www.phygitals.com/pokemon/3,1,$202.13,$202.13,,,,$202.13
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$189.72,$189.72,,,,Market Price$189.72
Venusaur,https://www.phygitals.com/pokemon/3,1,$189.72,$189.72,,,,$189.72
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$138.19,$138.19,,,,Market Price$138.19
Venusaur,https://www.phygitals.com/pokemon/3,1,$138.19,$138.19,,,,$138.19
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$128.97,$128.97,,,,Market Price$128.97
Venusaur,https://www.phygitals.com/pokemon/3,1,$128.97,$128.97,,,,$128.97
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$118.77,$118.77,,,,Market Price$118.77
Venusaur,https://www.phygitals.com/pokemon/3,1,$118.77,$118.77,,,,$118.77
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$117.13,$117.13,,,,Market Price$117.13
Venusaur,https://www.phygitals.com/pokemon/3,1,$117.13,$117.13,,,,$117.13
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$113.01,$113.01,,,,Market Price$113.01
Venusaur,https://www.phygitals.com/pokemon/3,1,$113.01,$113.01,,,,$113.01
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$95.49,$95.49,,,,Market Price$95.49
Venusaur,https://www.phygitals.com/pokemon/3,1,$95.49,$95.49,,,,$95.49
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$89.99,$89.99,,,,Market Price$89.99
Venusaur,https://www.phygitals.com/pokemon/3,1,$89.99,$89.99,,,,$89.99
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$89.06,$89.06,,,,Market Price$89.06
Venusaur,https://www.phygitals.com/pokemon/3,1,$89.06,$89.06,,,,$89.06
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$73.90,$73.90,,,,Market Price$73.90
Venusaur,https://www.phygitals.com/pokemon/3,1,$73.90,$73.90,,,,$73.90
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$73.77,$73.77,,,,Market Price$73.77
Venusaur,https://www.phygitals.com/pokemon/3,1,$73.77,$73.77,,,,$73.77
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$71.57,$71.57,,,,Market Price$71.57
Venusaur,https://www.phygitals.com/pokemon/3,1,$71.57,$71.57,,,,$71.57
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$56.46,$56.46,,,,Market Price$56.46
Venusaur,https://www.phygitals.com/pokemon/3,1,$56.46,$56.46,,,,$56.46
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$53.71,$53.71,,,,Market Price$53.71
Venusaur,https://www.phygitals.com/pokemon/3,1,$53.71,$53.71,,,,$53.71
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$47.14,$47.14,,,,Market Price$47.14
Venusaur,https://www.phygitals.com/pokemon/3,1,$47.14,$47.14,,,,$47.14
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$46.46,$46.46,,,,Market Price$46.46
Venusaur,https://www.phygitals.com/pokemon/3,1,$46.46,$46.46,,,,$46.46
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$38.25,$38.25,,,,Market Price$38.25
Venusaur,https://www.phygitals.com/pokemon/3,1,$38.25,$38.25,,,,$38.25
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$28.29,$28.29,,,,Market Price$28.29
Venusaur,https://www.phygitals.com/pokemon/3,1,$28.29,$28.29,,,,$28.29
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$26.47,$26.47,,,,Market Price$26.47
Venusaur,https://www.phygitals.com/pokemon/3,1,$26.47,$26.47,,,,$26.47
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$24.36,$24.36,,,,Market Price$24.36
Venusaur,https://www.phygitals.com/pokemon/3,1,$24.36,$24.36,,,,$24.36
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$22.08,$22.08,,,,Market Price$22.08
Venusaur,https://www.phygitals.com/pokemon/3,1,$22.08,$22.08,,,,$22.08
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$20.89,$20.89,,,,Market Price$20.89
Venusaur,https://www.phygitals.com/pokemon/3,1,$20.89,$20.89,,,,$20.89
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$19.68,$19.68,,,,Market Price$19.68
Venusaur,https://www.phygitals.com/pokemon/3,1,$19.68,$19.68,,,,$19.68
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$18.89,$18.89,,,,Market Price$18.89
Venusaur,https://www.phygitals.com/pokemon/3,1,$18.89,$18.89,,,,$18.89
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$18.86,$18.86,,,,Market Price$18.86
Venusaur,https://www.phygitals.com/pokemon/3,1,$18.86,$18.86,,,,$18.86
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$17.38,$17.38,,,,Market Price$17.38
Venusaur,https://www.phygitals.com/pokemon/3,1,$17.38,$17.38,,,,$17.38
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$15.47,$15.47,,,,Market Price$15.47
Venusaur,https://www.phygitals.com/pokemon/3,1,$15.47,$15.47,,,,$15.47
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$15.15,$15.15,,,,Market Price$15.15
Venusaur,https://www.phygitals.com/pokemon/3,1,$15.15,$15.15,,,,$15.15
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$10.63,$10.63,,,,Market Price$10.63
Venusaur,https://www.phygitals.com/pokemon/3,1,$10.63,$10.63,,,,$10.63
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$9.44,$9.44,,,,Market Price$9.44
Venusaur,https://www.phygitals.com/pokemon/3,1,$9.44,$9.44,,,,$9.44
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$6.90,$6.90,,,,Market Price$6.90
Venusaur,https://www.phygitals.com/pokemon/3,1,$6.90,$6.90,,,,$6.90
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$5.98,$5.98,,,,Market Price$5.98
Venusaur,https://www.phygitals.com/pokemon/3,1,$5.98,$5.98,,,,$5.98
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$5.63,$5.63,,,,Market Price$5.63
Venusaur,https://www.phygitals.com/pokemon/3,1,$5.63,$5.63,,,,$5.63
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$5.25,$5.25,,,,Market Price$5.25
Venusaur,https://www.phygitals.com/pokemon/3,1,$5.25,$5.25,,,,$5.25
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$5.16,$5.16,,,,Market Price$5.16
Venusaur,https://www.phygitals.com/pokemon/3,1,$5.16,$5.16,,,,$5.16
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$4.51,$4.51,,,,Market Price$4.51
Venusaur,https://www.phygitals.com/pokemon/3,1,$4.51,$4.51,,,,$4.51
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$4.04,$4.04,,,,Market Price$4.04
Venusaur,https://www.phygitals.com/pokemon/3,1,$4.04,$4.04,,,,$4.04
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$3.68,$3.68,,,,Market Price$3.68
Venusaur,https://www.phygitals.com/pokemon/3,1,$3.68,$3.68,,,,$3.68
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$2.08,$2.08,,,,Market Price$2.08
Venusaur,https://www.phygitals.com/pokemon/3,1,$2.08,$2.08,,,,$2.08
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$1.03,$1.03,,,,Market Price$1.03
Venusaur,https://www.phygitals.com/pokemon/3,1,$1.03,$1.03,,,,$1.03
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$1.02,$1.02,,,,Market Price$1.02
Venusaur,https://www.phygitals.com/pokemon/3,1,$1.02,$1.02,,,,$1.02
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$0.86,$0.86,,,,Market Price$0.86
Venusaur,https://www.phygitals.com/pokemon/3,1,$0.86,$0.86,,,,$0.86
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$0.79,$0.79,,,,Market Price$0.79
Venusaur,https://www.phygitals.com/pokemon/3,1,$0.79,$0.79,,,,$0.79
Venusaur,https://www.phygitals.com/pokemon/3,1,Market Price$0.72,$0.72,,,,Market Price$0.72
Venusaur,https://www.phygitals.com/pokemon/3,1,$0.72,$0.72,,,,$0.72
Charmander,https://www.phygitals.com/pokemon/4,1,Value,$529,,,,Value$529
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$165.00,$165.00,,,,Market Price$165.00
Charmander,https://www.phygitals.com/pokemon/4,1,$165.00,$165.00,,,,$165.00
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$101.41,$101.41,,,,Market Price$101.41
Charmander,https://www.phygitals.com/pokemon/4,1,$101.41,$101.41,,,,$101.41
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$53.30,$53.30,,,,Market Price$53.30
Charmander,https://www.phygitals.com/pokemon/4,1,$53.30,$53.30,,,,$53.30
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$47.26,$47.26,,,,Market Price$47.26
Charmander,https://www.phygitals.com/pokemon/4,1,$47.26,$47.26,,,,$47.26
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$31.56,$31.56,,,,Market Price$31.56
Charmander,https://www.phygitals.com/pokemon/4,1,$31.56,$31.56,,,,$31.56
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$23.82,$23.82,,,,Market Price$23.82
Charmander,https://www.phygitals.com/pokemon/4,1,$23.82,$23.82,,,,$23.82
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$22.38,$22.38,,,,Market Price$22.38
Charmander,https://www.phygitals.com/pokemon/4,1,$22.38,$22.38,,,,$22.38
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$15.46,$15.46,,,,Market Price$15.46
Charmander,https://www.phygitals.com/pokemon/4,1,$15.46,$15.46,,,,$15.46
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$13.70,$13.70,,,,Market Price$13.70
Charmander,https://www.phygitals.com/pokemon/4,1,$13.70,$13.70,,,,$13.70
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$13.00,$13.00,,,,Market Price$13.00
Charmander,https://www.phygitals.com/pokemon/4,1,$13.00,$13.00,,,,$13.00
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$9.13,$9.13,,,,Market Price$9.13
Charmander,https://www.phygitals.com/pokemon/4,1,$9.13,$9.13,,,,$9.13
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$7.27,$7.27,,,,Market Price$7.27
Charmander,https://www.phygitals.com/pokemon/4,1,$7.27,$7.27,,,,$7.27
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$2.92,$2.92,,,,Market Price$2.92
Charmander,https://www.phygitals.com/pokemon/4,1,$2.92,$2.92,,,,$2.92
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$2.27,$2.27,,,,Market Price$2.27
Charmander,https://www.phygitals.com/pokemon/4,1,$2.27,$2.27,,,,$2.27
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$2.06,$2.06,,,,Market Price$2.06
Charmander,https://www.phygitals.com/pokemon/4,1,$2.06,$2.06,,,,$2.06
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$1.84,$1.84,,,,Market Price$1.84
Charmander,https://www.phygitals.com/pokemon/4,1,$1.84,$1.84,,,,$1.84
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$1.72,$1.72,,,,Market Price$1.72
Charmander,https://www.phygitals.com/pokemon/4,1,$1.72,$1.72,,,,$1.72
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$1.45,$1.45,,,,Market Price$1.45
Charmander,https://www.phygitals.com/pokemon/4,1,$1.45,$1.45,,,,$1.45
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$1.31,$1.31,,,,Market Price$1.31
Charmander,https://www.phygitals.com/pokemon/4,1,$1.31,$1.31,,,,$1.31
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$1.22,$1.22,,,,Market Price$1.22
Charmander,https://www.phygitals.com/pokemon/4,1,$1.22,$1.22,,,,$1.22
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$1.15,$1.15,,,,Market Price$1.15
Charmander,https://www.phygitals.com/pokemon/4,1,$1.15,$1.15,,,,$1.15
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$1.12,$1.12,,,,Market Price$1.12
Charmander,https://www.phygitals.com/pokemon/4,1,$1.12,$1.12,,,,$1.12
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$1.05,$1.05,,,,Market Price$1.05
Charmander,https://www.phygitals.com/pokemon/4,1,$1.05,$1.05,,,,$1.05
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.94,$0.94,,,,Market Price$0.94
Charmander,https://www.phygitals.com/pokemon/4,1,$0.94,$0.94,,,,$0.94
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.78,$0.78,,,,Market Price$0.78
Charmander,https://www.phygitals.com/pokemon/4,1,$0.78,$0.78,,,,$0.78
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.67,$0.67,,,,Market Price$0.67
Charmander,https://www.phygitals.com/pokemon/4,1,$0.67,$0.67,,,,$0.67
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.46,$0.46,,,,Market Price$0.46
Charmander,https://www.phygitals.com/pokemon/4,1,$0.46,$0.46,,,,$0.46
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.36,$0.36,,,,Market Price$0.36
Charmander,https://www.phygitals.com/pokemon/4,1,$0.36,$0.36,,,,$0.36
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.35,$0.35,,,,Market Price$0.35
Charmander,https://www.phygitals.com/pokemon/4,1,$0.35,$0.35,,,,$0.35
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.23,$0.23,,,,Market Price$0.23
Charmander,https://www.phygitals.com/pokemon/4,1,$0.23,$0.23,,,,$0.23
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.17,$0.17,,,,Market Price$0.17
Charmander,https://www.phygitals.com/pokemon/4,1,$0.17,$0.17,,,,$0.17
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.16,$0.16,,,,Market Price$0.16
Charmander,https://www.phygitals.com/pokemon/4,1,$0.16,$0.16,,,,$0.16
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.15,$0.15,,,,Market Price$0.15
Charmander,https://www.phygitals.com/pokemon/4,1,$0.15,$0.15,,,,$0.15
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.14,$0.14,,,,Market Price$0.14
Charmander,https://www.phygitals.com/pokemon/4,1,$0.14,$0.14,,,,$0.14
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.11,$0.11,,,,Market Price$0.11
Charmander,https://www.phygitals.com/pokemon/4,1,$0.11,$0.11,,,,$0.11
Charmander,https://www.phygitals.com/pokemon/4,1,Market Price$0.10,$0.10,,,,Market Price$0.10
Charmander,https://www.phygitals.com/pokemon/4,1,$0.10,$0.10,,,,$0.10
Charmeleon,https://www.phygitals.com/pokemon/5,1,Value,$371,,,,Value$371
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$86.28,$86.28,,,,Market Price$86.28
Charmeleon,https://www.phygitals.com/pokemon/5,1,$86.28,$86.28,,,,$86.28
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$64.99,$64.99,,,,Market Price$64.99
Charmeleon,https://www.phygitals.com/pokemon/5,1,$64.99,$64.99,,,,$64.99
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$59.99,$59.99,,,,Market Price$59.99
Charmeleon,https://www.phygitals.com/pokemon/5,1,$59.99,$59.99,,,,$59.99
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$50.00,$50.00,,,,Market Price$50.00
Charmeleon,https://www.phygitals.com/pokemon/5,1,$50.00,$50.00,,,,$50.00
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$37.21,$37.21,,,,Market Price$37.21
Charmeleon,https://www.phygitals.com/pokemon/5,1,$37.21,$37.21,,,,$37.21
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$16.40,$16.40,,,,Market Price$16.40
Charmeleon,https://www.phygitals.com/pokemon/5,1,$16.40,$16.40,,,,$16.40
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$12.88,$12.88,,,,Market Price$12.88
Charmeleon,https://www.phygitals.com/pokemon/5,1,$12.88,$12.88,,,,$12.88
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$11.13,$11.13,,,,Market Price$11.13
Charmeleon,https://www.phygitals.com/pokemon/5,1,$11.13,$11.13,,,,$11.13
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$9.99,$9.99,,,,Market Price$9.99
Charmeleon,https://www.phygitals.com/pokemon/5,1,$9.99,$9.99,,,,$9.99
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$4.03,$4.03,,,,Market Price$4.03
Charmeleon,https://www.phygitals.com/pokemon/5,1,$4.03,$4.03,,,,$4.03
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$2.81,$2.81,,,,Market Price$2.81
Charmeleon,https://www.phygitals.com/pokemon/5,1,$2.81,$2.81,,,,$2.81
Charmeleon,https://www.phygitals.com/pokemon/5,1,Market Price$1.77,$1.77,,,,Market Price$1.77
