pokemon_id,pokemon_name,generation,pokemon_url,source_generation_url,full_listing_name,listing_price,fmv,currency,listings_available,floor_price,alt_xyz_sales
40,Wigglytuff,1,https://www.phygitals.com/pokemon/40,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
41,Zubat,1,https://www.phygitals.com/pokemon/41,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
42,Golbat,1,https://www.phygitals.com/pokemon/42,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
43,Oddish,1,https://www.phygitals.com/pokemon/43,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
44,Gloom,1,https://www.phygitals.com/pokemon/44,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
45,Vileplume,1,https://www.phygitals.com/pokemon/45,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
46,Paras,1,https://www.phygitals.com/pokemon/46,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
47,Parasect,1,https://www.phygitals.com/pokemon/47,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
48,Venonat,1,https://www.phygitals.com/pokemon/48,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
49,Venomoth,1,https://www.phygitals.com/pokemon/49,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
50,Diglett,1,https://www.phygitals.com/pokemon/50,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
51,Dugtrio,1,https://www.phygitals.com/pokemon/51,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
52,Meowth,1,https://www.phygitals.com/pokemon/52,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
53,Persian,1,https://www.phygitals.com/pokemon/53,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
54,Psyduck,1,https://www.phygitals.com/pokemon/54,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
55,Golduck,1,https://www.phygitals.com/pokemon/55,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
56,Mankey,1,https://www.phygitals.com/pokemon/56,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
57,Primeape,1,https://www.phygitals.com/pokemon/57,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
58,Growlithe,1,https://www.phygitals.com/pokemon/58,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
59,Arcanine,1,https://www.phygitals.com/pokemon/59,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
60,Poliwag,1,https://www.phygitals.com/pokemon/60,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
61,Poliwhirl,1,https://www.phygitals.com/pokemon/61,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
62,Poliwrath,1,https://www.phygitals.com/pokemon/62,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
63,Abra,1,https://www.phygitals.com/pokemon/63,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
64,Kadabra,1,https://www.phygitals.com/pokemon/64,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
65,Alakazam,1,https://www.phygitals.com/pokemon/65,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
66,Machop,1,https://www.phygitals.com/pokemon/66,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
67,Machoke,1,https://www.phygitals.com/pokemon/67,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
68,Machamp,1,https://www.phygitals.com/pokemon/68,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
69,Bellsprout,1,https://www.phygitals.com/pokemon/69,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
70,Weepinbell,1,https://www.phygitals.com/pokemon/70,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
71,Victreebel,1,https://www.phygitals.com/pokemon/71,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
72,Tentacool,1,https://www.phygitals.com/pokemon/72,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
73,Tentacruel,1,https://www.phygitals.com/pokemon/73,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
74,Geodude,1,https://www.phygitals.com/pokemon/74,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
75,Graveler,1,https://www.phygitals.com/pokemon/75,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
76,Golem,1,https://www.phygitals.com/pokemon/76,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
77,Ponyta,1,https://www.phygitals.com/pokemon/77,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
78,Rapidash,1,https://www.phygitals.com/pokemon/78,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
79,Slowpoke,1,https://www.phygitals.com/pokemon/79,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
80,Slowbro,1,https://www.phygitals.com/pokemon/80,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
81,Magnemite,1,https://www.phygitals.com/pokemon/81,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
82,Magneton,1,https://www.phygitals.com/pokemon/82,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
83,Farfetchd,1,https://www.phygitals.com/pokemon/83,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
84,Doduo,1,https://www.phygitals.com/pokemon/84,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
85,Dodrio,1,https://www.phygitals.com/pokemon/85,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
86,Seel,1,https://www.phygitals.com/pokemon/86,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
87,Dewgong,1,https://www.phygitals.com/pokemon/87,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
88,Grimer,1,https://www.phygitals.com/pokemon/88,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
89,Muk,1,https://www.phygitals.com/pokemon/89,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
90,Shellder,1,https://www.phygitals.com/pokemon/90,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
91,Cloyster,1,https://www.phygitals.com/pokemon/91,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
92,Gastly,1,https://www.phygitals.com/pokemon/92,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
93,Haunter,1,https://www.phygitals.com/pokemon/93,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
94,Gengar,1,https://www.phygitals.com/pokemon/94,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
95,Onix,1,https://www.phygitals.com/pokemon/95,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
96,Drowzee,1,https://www.phygitals.com/pokemon/96,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
97,Hypno,1,https://www.phygitals.com/pokemon/97,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
98,Krabby,1,https://www.phygitals.com/pokemon/98,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
99,Kingler,1,https://www.phygitals.com/pokemon/99,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
100,Voltorb,1,https://www.phygitals.com/pokemon/100,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
101,Electrode,1,https://www.phygitals.com/pokemon/101,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
102,Exeggcute,1,https://www.phygitals.com/pokemon/102,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
103,Exeggutor,1,https://www.phygitals.com/pokemon/103,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
104,Cubone,1,https://www.phygitals.com/pokemon/104,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
105,Marowak,1,https://www.phygitals.com/pokemon/105,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
106,Hitmonlee,1,https://www.phygitals.com/pokemon/106,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
107,Hitmonchan,1,https://www.phygitals.com/pokemon/107,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
108,Lickitung,1,https://www.phygitals.com/pokemon/108,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
109,Koffing,1,https://www.phygitals.com/pokemon/109,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
110,Weezing,1,https://www.phygitals.com/pokemon/110,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
111,Rhyhorn,1,https://www.phygitals.com/pokemon/111,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
112,Rhydon,1,https://www.phygitals.com/pokemon/112,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
113,Chansey,1,https://www.phygitals.com/pokemon/113,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
114,Tangela,1,https://www.phygitals.com/pokemon/114,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
115,Kangaskhan,1,https://www.phygitals.com/pokemon/115,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
116,Horsea,1,https://www.phygitals.com/pokemon/116,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
117,Seadra,1,https://www.phygitals.com/pokemon/117,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
118,Goldeen,1,https://www.phygitals.com/pokemon/118,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
119,Seaking,1,https://www.phygitals.com/pokemon/119,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
120,Staryu,1,https://www.phygitals.com/pokemon/120,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
121,Starmie,1,https://www.phygitals.com/pokemon/121,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
122,Mr-mime,1,https://www.phygitals.com/pokemon/122,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
123,Scyther,1,https://www.phygitals.com/pokemon/123,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
124,Jynx,1,https://www.phygitals.com/pokemon/124,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
125,Electabuzz,1,https://www.phygitals.com/pokemon/125,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
126,Magmar,1,https://www.phygitals.com/pokemon/126,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
127,Pinsir,1,https://www.phygitals.com/pokemon/127,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
128,Tauros,1,https://www.phygitals.com/pokemon/128,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
129,Magikarp,1,https://www.phygitals.com/pokemon/129,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
130,Gyarados,1,https://www.phygitals.com/pokemon/130,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
131,Lapras,1,https://www.phygitals.com/pokemon/131,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
132,Ditto,1,https://www.phygitals.com/pokemon/132,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
133,Eevee,1,https://www.phygitals.com/pokemon/133,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
134,Vaporeon,1,https://www.phygitals.com/pokemon/134,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
135,Jolteon,1,https://www.phygitals.com/pokemon/135,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
136,Flareon,1,https://www.phygitals.com/pokemon/136,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
137,Porygon,1,https://www.phygitals.com/pokemon/137,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
138,Omanyte,1,https://www.phygitals.com/pokemon/138,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
139,Omastar,1,https://www.phygitals.com/pokemon/139,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
140,Kabuto,1,https://www.phygitals.com/pokemon/140,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
141,Kabutops,1,https://www.phygitals.com/pokemon/141,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
142,Aerodactyl,1,https://www.phygitals.com/pokemon/142,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
143,Snorlax,1,https://www.phygitals.com/pokemon/143,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
144,Articuno,1,https://www.phygitals.com/pokemon/144,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
145,Zapdos,1,https://www.phygitals.com/pokemon/145,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
146,Moltres,1,https://www.phygitals.com/pokemon/146,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
147,Dratini,1,https://www.phygitals.com/pokemon/147,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
148,Dragonair,1,https://www.phygitals.com/pokemon/148,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
149,Dragonite,1,https://www.phygitals.com/pokemon/149,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
150,Mewtwo,1,https://www.phygitals.com/pokemon/150,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
151,Mew,1,https://www.phygitals.com/pokemon/151,https://www.phygitals.com/pokemon/generation/1,,,,,,,[]
152,Chikorita,2,https://www.phygitals.com/pokemon/152,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
153,Bayleef,2,https://www.phygitals.com/pokemon/153,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
154,Meganium,2,https://www.phygitals.com/pokemon/154,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
155,Cyndaquil,2,https://www.phygitals.com/pokemon/155,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
156,Quilava,2,https://www.phygitals.com/pokemon/156,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
157,Typhlosion,2,https://www.phygitals.com/pokemon/157,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
158,Totodile,2,https://www.phygitals.com/pokemon/158,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
159,Croconaw,2,https://www.phygitals.com/pokemon/159,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
160,Feraligatr,2,https://www.phygitals.com/pokemon/160,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
161,Sentret,2,https://www.phygitals.com/pokemon/161,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
162,Furret,2,https://www.phygitals.com/pokemon/162,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
163,Hoothoot,2,https://www.phygitals.com/pokemon/163,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
164,Noctowl,2,https://www.phygitals.com/pokemon/164,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
165,Ledyba,2,https://www.phygitals.com/pokemon/165,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
166,Ledian,2,https://www.phygitals.com/pokemon/166,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
167,Spinarak,2,https://www.phygitals.com/pokemon/167,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
168,Ariados,2,https://www.phygitals.com/pokemon/168,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
169,Crobat,2,https://www.phygitals.com/pokemon/169,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
170,Chinchou,2,https://www.phygitals.com/pokemon/170,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
171,Lanturn,2,https://www.phygitals.com/pokemon/171,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
172,Pichu,2,https://www.phygitals.com/pokemon/172,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
173,Cleffa,2,https://www.phygitals.com/pokemon/173,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
174,Igglybuff,2,https://www.phygitals.com/pokemon/174,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
175,Togepi,2,https://www.phygitals.com/pokemon/175,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
176,Togetic,2,https://www.phygitals.com/pokemon/176,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
177,Natu,2,https://www.phygitals.com/pokemon/177,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
178,Xatu,2,https://www.phygitals.com/pokemon/178,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
179,Mareep,2,https://www.phygitals.com/pokemon/179,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
180,Flaaffy,2,https://www.phygitals.com/pokemon/180,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
181,Ampharos,2,https://www.phygitals.com/pokemon/181,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
182,Bellossom,2,https://www.phygitals.com/pokemon/182,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
183,Marill,2,https://www.phygitals.com/pokemon/183,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
184,Azumarill,2,https://www.phygitals.com/pokemon/184,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
185,Sudowoodo,2,https://www.phygitals.com/pokemon/185,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
186,Politoed,2,https://www.phygitals.com/pokemon/186,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
187,Hoppip,2,https://www.phygitals.com/pokemon/187,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
188,Skiploom,2,https://www.phygitals.com/pokemon/188,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
189,Jumpluff,2,https://www.phygitals.com/pokemon/189,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
190,Aipom,2,https://www.phygitals.com/pokemon/190,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
191,Sunkern,2,https://www.phygitals.com/pokemon/191,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
192,Sunflora,2,https://www.phygitals.com/pokemon/192,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
193,Yanma,2,https://www.phygitals.com/pokemon/193,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
194,Wooper,2,https://www.phygitals.com/pokemon/194,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
195,Quagsire,2,https://www.phygitals.com/pokemon/195,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
196,Espeon,2,https://www.phygitals.com/pokemon/196,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
197,Umbreon,2,https://www.phygitals.com/pokemon/197,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
198,Murkrow,2,https://www.phygitals.com/pokemon/198,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
199,Slowking,2,https://www.phygitals.com/pokemon/199,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
200,Misdreavus,2,https://www.phygitals.com/pokemon/200,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
201,Unown,2,https://www.phygitals.com/pokemon/201,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
202,Wobbuffet,2,https://www.phygitals.com/pokemon/202,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
203,Girafarig,2,https://www.phygitals.com/pokemon/203,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
204,Pineco,2,https://www.phygitals.com/pokemon/204,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
205,Forretress,2,https://www.phygitals.com/pokemon/205,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
206,Dunsparce,2,https://www.phygitals.com/pokemon/206,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
207,Gligar,2,https://www.phygitals.com/pokemon/207,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
208,Steelix,2,https://www.phygitals.com/pokemon/208,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
209,Snubbull,2,https://www.phygitals.com/pokemon/209,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
210,Granbull,2,https://www.phygitals.com/pokemon/210,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
211,Qwilfish,2,https://www.phygitals.com/pokemon/211,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
212,Scizor,2,https://www.phygitals.com/pokemon/212,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
213,Shuckle,2,https://www.phygitals.com/pokemon/213,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
214,Heracross,2,https://www.phygitals.com/pokemon/214,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
215,Sneasel,2,https://www.phygitals.com/pokemon/215,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
216,Teddiursa,2,https://www.phygitals.com/pokemon/216,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
217,Ursaring,2,https://www.phygitals.com/pokemon/217,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
218,Slugma,2,https://www.phygitals.com/pokemon/218,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
219,Magcargo,2,https://www.phygitals.com/pokemon/219,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
220,Swinub,2,https://www.phygitals.com/pokemon/220,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
221,Piloswine,2,https://www.phygitals.com/pokemon/221,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
222,Corsola,2,https://www.phygitals.com/pokemon/222,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
223,Remoraid,2,https://www.phygitals.com/pokemon/223,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
224,Octillery,2,https://www.phygitals.com/pokemon/224,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
225,Delibird,2,https://www.phygitals.com/pokemon/225,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
226,Mantine,2,https://www.phygitals.com/pokemon/226,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
227,Skarmory,2,https://www.phygitals.com/pokemon/227,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
228,Houndour,2,https://www.phygitals.com/pokemon/228,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
229,Houndoom,2,https://www.phygitals.com/pokemon/229,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
230,Kingdra,2,https://www.phygitals.com/pokemon/230,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
231,Phanpy,2,https://www.phygitals.com/pokemon/231,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
232,Donphan,2,https://www.phygitals.com/pokemon/232,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
233,Porygon2,2,https://www.phygitals.com/pokemon/233,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
234,Stantler,2,https://www.phygitals.com/pokemon/234,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
235,Smeargle,2,https://www.phygitals.com/pokemon/235,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
236,Tyrogue,2,https://www.phygitals.com/pokemon/236,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
237,Hitmontop,2,https://www.phygitals.com/pokemon/237,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
238,Smoochum,2,https://www.phygitals.com/pokemon/238,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
239,Elekid,2,https://www.phygitals.com/pokemon/239,https://www.phygitals.com/pokemon/generation/2,,,,,,,[]
